Synchronization Mode,Synchronization Time Offset,Target Time Offset,Attenuation,Doppler,Relative Velocity,Target Enable,,,,,,,,,,,,,,,
Time Offset Relative to Last,0.02,3.33664E-05,3,6218.4323,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6219.126321,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6219.820343,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6220.514364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6221.208385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6221.902407,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6222.596428,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6223.29045,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6223.984471,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6224.678493,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6225.372514,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6226.066536,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6226.760557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6227.454579,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6228.1486,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6228.842622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6229.536643,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6230.230664,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6230.924686,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6231.618707,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6232.312729,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6233.00675,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6233.700772,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6234.394793,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6235.088815,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6235.782836,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6236.476858,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6237.170879,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6237.864901,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6238.558922,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6239.252943,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6239.946965,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6240.640986,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6241.335008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6242.029029,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6242.723051,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6243.417072,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6244.111094,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6244.805115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6245.499137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6246.193158,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6246.88718,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6247.581201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6248.275222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6248.969244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6249.663265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6250.357287,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6251.051308,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6251.74533,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6252.439351,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6253.133373,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6253.827394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6254.521416,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6255.215437,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6255.909459,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6256.60348,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6257.297501,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6257.991523,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6258.685544,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6259.379566,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6260.073587,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6260.767609,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6261.46163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6262.155652,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6262.849673,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6263.543695,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6264.237716,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6264.931738,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6265.625759,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6266.31978,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6267.013802,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6267.707823,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6268.401845,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6269.095866,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6269.789888,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6270.483909,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6271.177931,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6271.871952,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6272.565974,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6273.259995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6273.954017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6274.648038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6275.342059,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6276.036081,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6276.730102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6277.424124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6278.118145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6278.812167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6279.506188,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6280.20021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6280.894231,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6281.588253,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6282.282274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6282.976296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6283.670317,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6284.364338,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6285.05836,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6285.752381,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6286.446403,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6287.140424,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6287.834446,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6288.528467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6289.222489,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6289.91651,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6290.610532,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6291.304553,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6291.998575,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6292.692596,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6293.386617,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6294.080639,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6294.77466,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6295.468682,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6296.162703,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6296.856725,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6297.550746,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6298.244768,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6298.938789,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6299.632811,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6300.326832,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6301.020854,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6301.714875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6302.408896,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6303.102918,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6303.796939,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6304.490961,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6305.184982,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6305.879004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6306.573025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6307.267047,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6307.961068,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6308.65509,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6309.349111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6310.043133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6310.737154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6311.431175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6312.125197,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6312.819218,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6313.51324,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6314.207261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6314.901283,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6315.595304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6316.289326,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6316.983347,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6317.677369,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6318.37139,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6319.065412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6319.759433,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6320.453455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6321.147476,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6321.841497,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6322.535519,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6323.22954,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6323.923562,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6324.617583,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6325.311605,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6326.005626,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6326.699648,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6327.393669,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6328.087691,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6328.781712,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6329.475734,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6330.169755,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6330.863776,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6331.557798,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6332.251819,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6332.945841,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6333.639862,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6334.333884,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6335.027905,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6335.721927,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6336.415948,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6337.10997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6337.803991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6338.498013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6339.192034,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6339.886055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6340.580077,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6341.274098,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6341.96812,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6342.662141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6343.356163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6344.050184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6344.744206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6345.438227,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6346.132249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6346.82627,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6347.520292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6348.214313,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6348.908334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6349.602356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6350.296377,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6350.990399,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6351.68442,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6352.378442,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6353.072463,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6353.766485,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6354.460506,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6355.154528,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6355.848549,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6356.542571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6357.236592,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6357.930613,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6358.624635,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6359.318656,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6360.012678,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6360.706699,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6361.400721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6362.094742,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6362.788764,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6363.482785,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Offset Relative to Last,0.02,3.33664E-05,3,6364.176807,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
